shuf_frac aged_time aged_layout_score clean_time clean_layout_score
0 89.08572316169739 0.8656912927401013 117.68191456794739 0.8595298542705657 
5 185.08954286575317 0.8523198838600039 100.57279086112976 0.822965593154797 
10 243.09384846687317 0.866535363352408 88.09834313392639 0.8638738745555603 
15 155.92624354362488 0.8655645677462002 133.2655258178711 0.8532382467405706 
20 242.762779712677 0.8675842899177745 71.90360760688782 0.8564899276176557 
25 246.6624813079834 0.8666581117384725 101.47373080253601 0.858231769725843 
30 225.83460760116577 0.8682102784716909 65.14891648292542 0.8589557586947109 
35 261.91394424438477 0.8708536481665925 128.72167301177979 0.8520696148852448 
40 319.7810800075531 0.8648793804537669 155.21851921081543 0.8443380479150693 
45 345.8716993331909 0.8673663471374986 62.83511519432068 0.8709394806831203 
50 410.9516839981079 0.8668908464784478 144.2782506942749 0.8451985541526468 
55 390.1941246986389 0.8707768842113807 123.48177790641785 0.8402917402179617 
60 537.0361144542694 0.8660242710875622 97.2869803905487 0.8530958705666778 
65 481.4785442352295 0.8683576153907856 112.53128218650818 0.8581834311928748 
70 455.78095865249634 0.8704555061461204 168.82821893692017 0.8417993635998173 
75 512.8658802509308 0.8675851230657301 115.97484636306763 0.8514819940461374 
80 583.3817837238312 0.8687539040737426 119.21298503875732 0.8415818537082661 
85 590.6755874156952 0.8686992834152283 120.7452540397644 0.8408789175748911 
90 631.6863884925842 0.868938854736835 131.1868987083435 0.8441350589139085 
95 702.9195740222931 0.8681465697947588 130.4277698993683 0.8516859638263305 
