shuf_frac aged_time aged_layout_score clean_time clean_layout_score
0 65.67550754547119 0.9343103378369246 59.08824563026428 0.9344554608886197 
5 89.08165383338928 0.9344290359696932 59.56362271308899 0.9345189611550411 
10 116.17393827438354 0.933823065653444 61.14586520195007 0.9344520339971113 
15 137.85962343215942 0.9337314497884031 61.013319969177246 0.9345206452066323 
20 154.90301823616028 0.9337484603927879 57.80019497871399 0.9346763912226722 
25 172.9054057598114 0.9336099435516932 60.330978870391846 0.9344392126758965 
30 197.47412848472595 0.9333610834060871 59.50515127182007 0.9346027564134909 
35 219.77724409103394 0.9332681652326681 60.825830698013306 0.9344206313308333 
40 243.24235439300537 0.9332092396347825 63.41372108459473 0.9345760204279305 
45 263.8699972629547 0.9331324188571299 59.64136600494385 0.9344367907230289 
50 286.5566899776459 0.9329074864069842 58.65027189254761 0.9345304975019034 
55 308.55363273620605 0.9329259118106292 58.305625677108765 0.9344746311849832 
60 331.85695815086365 0.9328671794899517 59.79022026062012 0.9344234674662626 
65 352.12326645851135 0.9326881495682758 61.52993130683899 0.9345674229182059 
70 374.2054281234741 0.9327205057584349 60.646652698516846 0.9346970144735325 
75 399.59303092956543 0.9325945139008387 59.163453817367554 0.9343233071528777 
80 422.32241582870483 0.9325312558842688 60.50399208068848 0.9344705266486886 
85 449.9924969673157 0.9324320793795365 58.998143911361694 0.9346730182013456 
90 470.77701711654663 0.9322183510897017 59.934126138687134 0.934459432673699 
95 498.0773434638977 0.9322298383318558 59.174065351486206 0.9346251292937229 
