shuf_frac aged_time aged_layout_score clean_time clean_layout_score
0 32.27333998680115 0.9946646348435109 29.47762703895569 0.9946028917523039 
5 41.39205980300903 0.9918701938202864 29.20763111114502 0.9947035584694573 
10 61.1872353553772 0.9877639107181738 30.335857629776 0.9945519490320014 
15 79.64385294914246 0.9829218419353599 29.506444931030273 0.9946367968971542 
20 105.84197425842285 0.9776133050962147 29.662521362304688 0.9945177785705791 
25 106.75111961364746 0.9791781332913982 29.442681550979614 0.9946849288000015 
30 141.16724252700806 0.9734126726558164 29.51762628555298 0.994548364966842 
35 168.4162130355835 0.9693953146350431 30.983092308044434 0.9945070774194787 
40 190.27692365646362 0.9658622826856028 29.82753086090088 0.9945956725131221 
45 212.98726320266724 0.9627243867349449 29.94337224960327 0.9945922555170704 
50 227.40171241760254 0.9598896015563292 30.281709909439087 0.9946229575380134 
55 244.68341970443726 0.9576590971832454 30.19804549217224 0.9946561436053926 
60 258.9756348133087 0.9563318737373275 31.497498750686646 0.9946754795818683 
65 277.6410048007965 0.9556922283856002 30.493617057800293 0.9945829453336675 
70 283.8367738723755 0.955208257149126 31.003281831741333 0.9945617870635479 
75 297.48777055740356 0.9551472382378019 30.71568274497986 0.994641932526955 
80 308.47200560569763 0.9544974705583965 31.877716541290283 0.9946666349585569 
85 319.7182970046997 0.9545625306778327 31.376007556915283 0.9945285167450986 
90 329.7535812854767 0.9542140195227984 31.739577770233154 0.9945871637671072 
95 339.6715042591095 0.9541675044325431 31.56233811378479 0.9945029314650008 
