0	4832679	264.817	562.108
100	4838842	273.314	326.031
200	4844687	278.475	1087.431
300	4853931	280.505	302.239
400	4860877	323.301	590.066
500	4868095	309.212	943.216
600	4874351	296.99	1135.651
700	4880882	317.626	1202.57
800	4890281	337.516	593.585
900	4897290	403.036	513.551
1000	4905448	371.961	976.993
1100	4912449	394.079	460.907
1200	4918903	370.973	419.576
1300	4929715	420.443	396.589
1400	4935083	611.302	583.023
1500	4941914	405.852	602.209
1600	4949659	398.661	685.343
1700	4955514	416.959	526.861
1800	4962537	427.725	443.67
1900	4969190	732.387	698.042
2000	4976605	461.673	636.399
2100	4984537	484.576	821.395
2200	4990328	630.413	899.143
2300	4996036	508.291	432.26
2400	5002311	488.678	688.875
2500	5013204	530.216	545.96
2600	5021551	593.46	454.648
2700	5030950	551.933	540.49
2800	5039507	781.684	813.582
2900	5047906	578.946	1198.836
3000	5055693	983.747	441.781
3100	5064079	587.488	786.417
3200	5072577	579.23	1070.111
3300	5081198	864.035	384.181
3400	5091948	705.554	1144.29
3500	5100941	918.443	441.284
3600	5109403	1048.269	720.616
3700	5117355	1116.013	456.545
3800	5128886	1005.667	921.071
3900	5138132	1120.259	649.777
4000	5146227	1081.2	453.589
4100	5153476	1025.439	570.645
4200	5162731	1117.62	726.755
4300	5170834	1049.541	651.622
4400	5177669	779.954	834.631
4500	5184687	869.576	252.426
4600	5191809	845.568	567.037
4700	5198654	1026.937	866.015
4800	5207790	1053.61	559.715
4900	5216718	1176.17	784.847
5000	5223424	1149.5	1360.504
5100	5231779	1172.188	862.362
5200	5237451	1815.141	702.408
5300	5244395	1793.686	1117.19
5400	5253659	1839.968	1148.606
5500	5261656	1860.975	611.131
5600	5267522	1906.142	673.145
5700	5273332	1791.795	951.889
5800	5281532	1377.64	1241.155
5900	5287605	2087.146	857.749
6000	5295724	1460.917	426.299
6100	5302144	1456.28	1023.027
6200	5309869	1519.799	952.815
6300	5316705	1632.297	323.099
6400	5317049	1739.315549	812.709146
6500	5324105	1768.607914	769.5627872
6600	5332904	1813.202965	765.4997286
6700	5341450	1839.941089	796.1761077
6800	5355485	1885.922678	754.7661478
6900	5366504	1931.216251	815.0529978
7000	5374595	1961.632551	788.9669007
7100	5381394	1982.521656	834.2679986
7200	5388863	2019.998445	817.4426952
7300	5395802	2027.190236	805.2649807
7400	5402689	2061.149911	808.3480915
7500	5412312	2086.56277	808.0558264
7600	5422648	2120.448917	832.0387605
7700	5429951	2144.956675	813.8438224
7800	5439060	2171.740316	820.4455764
7900	5448836	2215.605335	841.7121639
8000	5457430	2245.757283	824.3825598
8100	5467474	2267.332653	831.2307334
8200	5475746	2289.195135	837.1677273
8300	5484316	2339.136761	832.1533743
8400	5491590	2356.960426	831.7751488
8500	5502030	2389.943222	826.7321424
8600	5509674	2424.006188	851.3225296
8700	5517584	2435.851283	806.2793127
8800	5527218	2467.361758	842.6233434
8900	5533286	2492.349203	867.6836472
9000	5539728	2504.439393	841.5173204
9100	5547121	2538.038429	875.2195034
9200	5554327	2560.560917	792.2677777
9300	5561894	2595.835352	864.4286157
9400	5568237	2618.970578	876.6579064
9500	5575233	2652.315765	862.8813297
9600	5582736	2663.3608	879.3627917
9700	5591662	2698.269343	876.4859857
9800	5599476	2714.200524	876.2682196
9900	5607191	2749.851355	847.3454313
10000	5614760	2767.51921	883.7582303
