round fs_size aged_time aged_layout_score clean_time clean_layout_score
1 2662400 0.012487173080444336 0.9838709677419355 0.03512096405029297 0.9877488514548239 
2 2703360 0.011401891708374023 0.9841149773071104 0.010203838348388672 0.9864253393665159 
3 2744320 0.011183023452758789 0.9836187639612807 0.008547544479370117 0.9851411589895989 
4 2785280 0.011652946472167969 0.9838591342626559 0.008677005767822266 0.9838945827232797 
5 2826240 0.0130462646484375 0.9840925524222705 0.008780717849731445 0.9841269841269842 
6 2867200 0.013154983520507812 0.9836182336182336 0.008859872817993164 0.9871977240398293 
7 2908160 0.013375043869018555 0.9838483146067416 0.008968114852905273 0.9845722300140253 
8 2949120 0.013608455657958984 0.9840720221606648 0.009016275405883789 0.9861687413554634 
9 2990080 0.01360630989074707 0.9836177474402731 0.008634567260742188 0.9877216916780355 
10 3031040 0.013897418975830078 0.9838383838383838 0.00920867919921875 0.9892328398384926 
11 3072000 0.013970136642456055 0.9840531561461794 0.00930166244506836 0.9853917662682603 
12 3112960 0.014033079147338867 0.9836173001310616 0.009413003921508789 0.9855832241153342 
13 3153920 0.014356136322021484 0.9838292367399741 0.009461164474487305 0.9857697283311773 
14 3194880 0.014504671096801758 0.9840357598978289 0.009547948837280273 0.9859514687100894 
15 3235840 0.014674663543701172 0.9836168872085697 0.009763717651367188 0.9899117276166457 
16 3276800 0.014672994613647461 0.9838207840696951 0.009749650955200195 0.9863013698630136 
17 3317760 0.014847755432128906 0.984019668100799 0.009816169738769531 0.9876998769987699 
18 3358720 0.017766237258911133 0.9836165048543689 0.010345697402954102 0.9878493317132442 
19 3399680 0.0152130126953125 0.9838129496402878 0.010222434997558594 0.9879951980792316 
20 3440640 0.01522064208984375 0.9840047393364929 0.010360956192016602 0.9869513641755635 
21 3481600 0.015395641326904297 0.9836161497952018 0.010685920715332031 0.9894490035169988 
22 3522560 0.015568971633911133 0.9838056680161943 0.010756254196166992 0.9907300115874855 
23 3563520 0.015723228454589844 0.9839908519153802 0.010650634765625 0.9885452462772051 
24 3604480 0.01606464385986328 0.9836158192090395 0.010957002639770508 0.9886749716874292 
25 3645440 0.016185998916625977 0.9837988826815642 0.010762453079223633 0.9888017917133258 
26 3686400 0.016257762908935547 0.9839779005524862 0.01088094711303711 0.9878183831672204 
27 3727360 0.016361236572265625 0.983615510649918 0.0112457275390625 0.9890470974808324 
28 3768320 0.01656031608581543 0.9837925445705025 0.011173725128173828 0.9902491874322861 
29 3809280 0.016680479049682617 0.9839657936932122 0.011168479919433594 0.9892818863879957 
30 3850240 0.016933441162109375 0.9841353781068218 0.011328935623168945 0.9893955461293743 
31 3891200 0.01712322235107422 0.983786610878661 0.011301994323730469 0.9884575026232949 
32 3932160 0.017227888107299805 0.9839544513457557 0.011667966842651367 0.9896157840083074 
33 3973120 0.017422199249267578 0.9841188524590164 0.011339187622070312 0.9907502569373073 
34 4014080 0.01757216453552246 0.9837810440952863 0.011797189712524414 0.9908443540183113 
35 4055040 0.017724037170410156 0.9839438033115906 0.011657476425170898 0.9889224572004028 
36 4096000 0.01799774169921875 0.9841033283656234 0.011831045150756836 0.9900299102691924 
37 4136960 0.01806187629699707 0.9837758112094396 0.011819124221801758 0.9891411648568608 
38 4177920 0.01812911033630371 0.9839337877312561 0.01196432113647461 0.9902248289345064 
39 4218880 0.01290273666381836 0.9934762348555451 0.0119781494140625 0.9903194578896418 
40 4259840 0.013174772262573242 0.9944598337950139 0.012405633926391602 0.9913710450623202 
41 4300800 0.013122797012329102 0.993601462522852 0.01215982437133789 0.9895536562203229 
42 4341760 0.013370037078857422 0.9945652173913043 0.012276887893676758 0.9896519285042333 
43 4382720 0.013395309448242188 0.9937163375224417 0.01248788833618164 0.9906803355079217 
44 4423680 0.013531208038330078 0.9937777777777778 0.012601375579833984 0.989843028624192 
45 4464640 0.013533353805541992 0.9947136563876652 0.012548685073852539 0.9926806953339433 
46 4505600 0.013763427734375 0.993886462882096 0.012573003768920898 0.9900271985494107 
47 4546560 0.013670921325683594 0.9948051948051948 0.012874126434326172 0.9901168014375562 
48 4587520 0.013866901397705078 0.9939965694682675 0.012853384017944336 0.9902048085485308 
49 4628480 0.013896942138671875 0.9940476190476191 0.013294458389282227 0.9911738746690203 
50 4669440 0.01393437385559082 0.9949409780775716 0.012924671173095703 0.9912510936132983 
51 4710400 0.014097452163696289 0.9941520467836258 0.01300954818725586 0.9904596704249783 
52 4751360 0.014186620712280273 0.9950289975144988 0.01312875747680664 0.9914015477214101 
53 4792320 0.014310598373413086 0.9942528735632183 0.013203144073486328 0.9914748508098892 
54 4833280 0.014542341232299805 0.994299674267101 0.012640953063964844 0.9940828402366864 
55 4874240 0.01463174819946289 0.9951534733441034 0.01299142837524414 0.9924559932942163 
56 4915200 0.014593839645385742 0.9943910256410257 0.013115644454956055 0.9916874480465503 
57 4956160 0.01471567153930664 0.9952343129467831 0.013176202774047852 0.9917559769167353 
58 4997120 0.014739513397216797 0.9944838455476753 0.012905597686767578 0.9934587080948487 
59 5038080 0.014837026596069336 0.9945269741985927 0.013390541076660156 0.9910786699107867 
60 5079040 0.015012979507446289 0.9953452288595811 0.013574361801147461 0.9927594529364441 
61 5120000 0.014962434768676758 0.9946112394149346 0.013681650161743164 0.9928172386272945 
62 5160960 0.01528787612915039 0.9954233409610984 0.013606071472167969 0.9912905779889153 
63 5201920 0.01532435417175293 0.9947009841029523 0.013795614242553711 0.9921445404556166 
64 5242880 0.015436649322509766 0.994740796393689 0.014019250869750977 0.9914263445050663 
65 5283840 0.015368223190307617 0.9955257270693513 0.013793706893920898 0.991492652745553 
66 5324800 0.0156404972076416 0.9948224852071006 0.013980865478515625 0.9923254029163469 
67 5365760 0.015610694885253906 0.9955947136563876 0.014055013656616211 0.993907083015994 
68 5406720 0.015730619430541992 0.9948979591836735 0.014255046844482422 0.9916855631141346 
69 5447680 0.015727758407592773 0.9949348769898697 0.014264345169067383 0.9924981245311327 
70 5488640 0.015898704528808594 0.9956927494615937 0.014224529266357422 0.992553983618764 
71 5529600 0.016010284423828125 0.9950106913756237 0.014579534530639648 0.9926090169992609 
72 5570560 0.01618647575378418 0.9957567185289957 0.014512300491333008 0.991929567131328 
73 5611520 0.016222476959228516 0.9936797752808989 0.014641284942626953 0.9919883466860888 
74 5652480 0.016169071197509766 0.9937238493723849 0.014791488647460938 0.9927693420101229 
75 5693440 0.016306400299072266 0.995847750865052 0.014713525772094727 0.9921033740129217 
76 5734400 0.016398191452026367 0.9938144329896907 0.014982461929321289 0.99215965787598 
77 5775360 0.016497135162353516 0.9959044368600682 0.01497030258178711 0.9922151450813871 
78 5816320 0.016674280166625977 0.9938983050847457 0.015077590942382812 0.9929725931131412 
79 5857280 0.016774415969848633 0.993943472409152 0.015026092529296875 0.994417306350314 
80 5898240 0.016788005828857422 0.9946524064171123 0.01537942886352539 0.9930699930699931 
81 5939200 0.01701807975769043 0.9940239043824701 0.015382528305053711 0.9944941500344116 
82 5980160 0.017536640167236328 0.9901768172888016 0.015778541564941406 0.9931647300068353 
83 6021120 0.023504018783569336 0.9883344134802333 0.015685319900512695 0.9932111337406653 
84 6062080 0.023781776428222656 0.9884095299420477 0.015801191329956055 0.9939312204989885 
85 6103040 0.018744230270385742 0.9878438899552143 0.015805482864379883 0.9933020763563295 
86 6144000 0.019054889678955078 0.9885568976478067 0.016056060791015625 0.9926813040585496 
87 6184960 0.018120527267456055 0.9892608970309539 0.01613640785217285 0.9933906146728354 
88 6225920 0.02438187599182129 0.9893350062735258 0.016176700592041016 0.9927774130006566 
89 6266880 0.02192974090576172 0.9881546134663342 0.016197681427001953 0.9928245270711025 
90 6307840 0.02041149139404297 0.9894671623296158 0.01648569107055664 0.9948152948801037 
91 6348800 0.024507999420166016 0.9895320197044335 0.016284704208374023 0.9929169349645847 
92 6389760 0.020573854446411133 0.9895960832313342 0.016552448272705078 0.9929622520793346 
93 6430720 0.018624305725097656 0.9896719319562576 0.01695084571838379 0.9942784488239034 
94 6471680 0.025482892990112305 0.9885334942667471 0.016547203063964844 0.9936828806064435 
95 6512640 0.018726110458374023 0.9868026394721056 0.01668095588684082 0.9943502824858758 
