round fs_size aged_time aged_layout_score clean_time clean_layout_score
1 2662400 0.0603489875793 1.0 0.035040140152 1.0 
2 2703360 0.0607368946075 0.970769230769 0.0382969379425 1.0 
3 2744320 0.0639679431915 0.956060606061 0.0408461093903 1.0 
4 2785280 0.0581791400909 0.941791044776 0.0351049900055 1.0 
5 2826240 0.0118641853333 0.927941176471 0.0350179672241 1.0 
6 2867200 0.0119369029999 0.914492753623 0.035591840744 1.0 
7 2908160 0.012274980545 0.901428571429 0.0398199558258 1.0 
8 2949120 0.0121619701385 0.888732394366 0.039421081543 1.0 
9 2990080 0.0125072002411 0.876388888889 0.0403389930725 1.0 
10 3031040 0.0125920772552 0.864383561644 0.0381739139557 1.0 
11 3072000 0.0392529964447 0.852702702703 0.0420968532562 1.0 
12 3112960 0.0404691696167 0.841333333333 0.0428149700165 1.0 
13 3153920 0.0197420120239 0.830263157895 0.0402948856354 1.0 
14 3194880 0.0390589237213 0.819480519481 0.0351920127869 1.0 
15 3235840 0.0416979789734 0.808974358974 0.0377290248871 1.0 
16 3276800 0.0426480770111 0.798734177215 0.0373141765594 1.0 
17 3317760 0.0419561862946 0.78875 0.0403068065643 1.0 
18 3358720 0.027804851532 0.779012345679 0.0377781391144 1.0 
19 3399680 0.0375940799713 0.769512195122 0.0407860279083 1.0 
20 3440640 0.0426440238953 0.760240963855 0.0413360595703 1.0 
21 3481600 0.0414140224457 0.75119047619 0.0432269573212 1.0 
22 3522560 0.039402961731 0.742352941176 0.0377638339996 1.0 
23 3563520 0.0398001670837 0.733720930233 0.0414409637451 1.0 
24 3604480 0.0359561443329 0.725287356322 0.0402801036835 1.0 
25 3645440 0.0463860034943 0.717045454545 0.0425329208374 1.0 
26 3686400 0.0605401992798 0.708988764045 0.0430750846863 1.0 
27 3727360 0.0685520172119 0.701111111111 0.0400080680847 1.0 
28 3768320 0.0253629684448 0.693406593407 0.0705840587616 1.0 
29 3809280 0.0684359073639 0.685869565217 0.046530008316 1.0 
