round fs_size aged_time aged_layout_score clean_time clean_layout_score
1 2662400 0.01437520980834961 0.9829721362229102 0.013626337051391602 0.9860681114551083 
2 2703360 0.01363992691040039 0.9527439024390244 0.013793230056762695 0.9832317073170732 
3 2744320 0.014022588729858398 0.9384384384384384 0.013838529586791992 0.987987987987988 
4 2785280 0.014291048049926758 0.9245562130177515 0.01403498649597168 0.985207100591716 
5 2826240 0.015006542205810547 0.8979885057471264 0.01247549057006836 0.9839650145772595 
6 2867200 0.013549566268920898 0.8852691218130312 0.012306690216064453 0.9870689655172413 
7 2908160 0.013869047164916992 0.8729050279329609 0.012425661087036133 0.9858356940509915 
8 2949120 0.013623714447021484 0.8608815426997245 0.012668848037719727 0.9874301675977654 
9 2990080 0.013766050338745117 0.8491847826086957 0.012737035751342773 0.9848484848484849 
10 3031040 0.01463460922241211 0.8378016085790885 0.014406681060791016 0.9850543478260869 
11 3072000 0.01573491096496582 0.8267195767195767 0.014772891998291016 0.9865951742627346 
12 3112960 0.01645684242248535 0.8159268929503917 0.014727354049682617 0.9854497354497355 
13 3153920 0.0165863037109375 0.8054123711340206 0.01578354835510254 0.9869451697127938 
14 3194880 0.01658320426940918 0.7951653944020356 0.018533945083618164 0.9884020618556701 
15 3235840 0.01703166961669922 0.785175879396985 0.0132904052734375 0.9860050890585241 
16 3276800 0.014916658401489258 0.7754342431761787 0.013370752334594727 0.9912060301507538 
17 3317760 0.014795780181884766 0.7659313725490196 0.013467788696289062 0.9875930521091811 
18 3358720 0.014979124069213867 0.7566585956416465 0.013709545135498047 0.9877450980392157 
19 3399680 0.015148639678955078 0.7476076555023923 0.013529300689697266 0.986682808716707 
20 3440640 0.015146970748901367 0.7387706855791962 0.013633012771606445 0.9868421052631579 
21 3481600 0.015393733978271484 0.7301401869158879 0.013865232467651367 0.9869976359338062 
22 3522560 0.015533924102783203 0.7217090069284064 0.013854026794433594 0.9871495327102804 
23 3563520 0.015102386474609375 0.7134703196347032 0.014132976531982422 0.9872979214780601 
24 3604480 0.015279293060302734 0.7054176072234764 0.014450311660766602 0.9897260273972602 
25 3645440 0.01557016372680664 0.6975446428571428 0.01446843147277832 0.9875846501128668 
26 3686400 0.015581130981445312 0.6898454746136866 0.014695405960083008 0.9877232142857143 
27 3727360 0.015657663345336914 0.6823144104803494 0.014609336853027344 0.9878587196467992 
28 3768320 0.01579761505126953 0.6749460043196545 0.014519453048706055 0.9890829694323144 
29 3809280 0.01577591896057129 0.6677350427350428 0.014703035354614258 0.9881209503239741 
30 3850240 0.015982627868652344 0.6606765327695561 0.014703989028930664 0.9882478632478633 
31 3891200 0.016026973724365234 0.6537656903765691 0.014561891555786133 0.9894291754756871 
32 3932160 0.015909671783447266 0.6469979296066253 0.015420913696289062 0.9905857740585774 
33 3973120 0.01616668701171875 0.6403688524590163 0.01528310775756836 0.9917184265010351 
34 4014080 0.016272306442260742 0.6338742393509128 0.015481710433959961 0.9887295081967213 
35 4055040 0.01621270179748535 0.6275100401606426 0.01509857177734375 0.9908722109533469 
36 4096000 0.01633453369140625 0.621272365805169 0.015180826187133789 0.9919678714859438 
37 4136960 0.01659870147705078 0.6151574803149606 0.015434503555297852 0.989065606361829 
38 4177920 0.016693592071533203 0.6091617933723197 0.01566147804260254 0.9891732283464567 
39 4218880 0.016784191131591797 0.6032818532818534 0.015598535537719727 0.9892787524366472 
40 4259840 0.016853809356689453 0.5975143403441683 0.01594710350036621 0.9903474903474904 
41 4300800 0.01685309410095215 0.5918560606060606 0.016163110733032227 0.9904397705544933 
42 4341760 0.01711750030517578 0.5863039399624765 0.016065359115600586 0.9914772727272727 
43 4382720 0.017096281051635742 0.5808550185873607 0.016055822372436523 0.9906191369606003 
44 4423680 0.01716923713684082 0.5755064456721914 0.01635146141052246 0.9907063197026023 
45 4464640 0.01750469207763672 0.5702554744525548 0.01631784439086914 0.9898710865561694 
46 4505600 0.017682313919067383 0.5650994575045207 0.016263484954833984 0.9908759124087592 
47 4546560 0.017702341079711914 0.5600358422939068 0.016200542449951172 0.9909584086799277 
48 4587520 0.017772674560546875 0.5550621669626998 0.01659226417541504 0.9901433691756273 
49 4628480 0.018085002899169922 0.5501760563380282 0.01693248748779297 0.9911190053285968 
50 4669440 0.017945528030395508 0.5453752181500873 0.01671290397644043 0.9911971830985915 
51 4710400 0.018077850341796875 0.5406574394463668 0.017063617706298828 0.9912739965095986 
52 4751360 0.018228530883789062 0.5360205831903946 0.016768932342529297 0.9913494809688581 
53 4792320 0.01812458038330078 0.5314625850340136 0.01701045036315918 0.9948542024013722 
54 4833280 0.018483877182006836 0.5252100840336135 0.017160415649414062 0.9914965986394558 
55 4874240 0.01849675178527832 0.5225752508361203 0.01707291603088379 0.9907251264755481 
56 4915200 0.018628597259521484 0.5182421227197347 0.017273664474487305 0.9916387959866221 
57 4956160 0.018543243408203125 0.5139802631578947 0.017201900482177734 0.9908789386401327 
58 4997120 0.01874709129333496 0.5097879282218597 0.017245769500732422 0.9925986842105263 
59 5038080 0.01906585693359375 0.5056634304207119 0.017371177673339844 0.9910277324632952 
60 5079040 0.019130468368530273 0.5016051364365971 0.017726421356201172 0.9911003236245954 
61 5120000 0.019130706787109375 0.4976114649681529 0.017722129821777344 0.9919743178170144 
62 5160960 0.019195556640625 0.49368088467614535 0.017934083938598633 0.9928343949044586 
63 5201920 0.019493818283081055 0.4898119122257053 0.017906904220581055 0.9913112164296999 
64 5242880 0.019557952880859375 0.48600311041990674 0.018313169479370117 0.9929467084639498 
65 5283840 0.019850730895996094 0.48225308641975306 0.017828702926635742 0.9937791601866252 
66 5324800 0.020106077194213867 0.4785604900459418 0.018195390701293945 0.9915123456790124 
67 5365760 0.02003192901611328 0.4749240121580547 0.017748117446899414 0.9938744257274119 
68 5406720 0.02024984359741211 0.471342383107089 0.01875448226928711 0.9924012158054711 
69 5447680 0.02048635482788086 0.46781437125748504 0.01842784881591797 0.9924585218702866 
70 5488640 0.020586252212524414 0.46433878157503716 0.01850748062133789 0.9925149700598802 
71 5529600 0.020756006240844727 0.46091445427728617 0.018716096878051758 0.9918276374442794 
72 5570560 0.020997047424316406 0.45754026354319177 0.01893138885498047 0.9933628318584071 
73 5611520 0.020750045776367188 0.45421511627906974 0.01905226707458496 0.9926793557833089 
74 5652480 0.021053791046142578 0.45093795093795097 0.01888298988342285 0.9927325581395349 
75 5693440 0.021371841430664062 0.44770773638968486 0.018942832946777344 0.9920634920634921 
76 5734400 0.021344900131225586 0.44452347083926036 0.01937103271484375 0.9921203438395415 
77 5775360 0.02142786979675293 0.4413841807909604 0.01935863494873047 0.9928876244665719 
78 5816320 0.021602630615234375 0.438288920056101 0.01929640769958496 0.992231638418079 
79 5857280 0.021692514419555664 0.4352367688022284 0.019472599029541016 0.9922861150070126 
80 5898240 0.021852970123291016 0.4322268326417704 0.019855499267578125 0.9937325905292479 
